Name	Latitude	Longitude	Category	Checkins
Yummy Kitchen	40.760226616	-73.8777614113	Chinese Restaurant	75
Q72	40.7573089655	-73.8738566359	Bus Line	467
Mr.bubbles laundromat	40.763011	-73.874452	None	47
Roadies Chicken	40.7631462103	-73.8752233161	American Restaurant	39
La Kueva Bar & Grill	40.7628278972	-73.8749831915	Bar	227
Thomas pizza	40.76295637	-73.87532448	Pizza Place	39
MTA Q72 Bus Stop	40.7625217584	-73.8751256964	Bus Station	25
Veterans Plaza	40.7566610254	-73.8738106969	Plaza	9
Rey's Pizzeria	40.756928	-73.872626	Pizza Place	222
Popeyes Chicken and Biscuits	40.75679	-73.87354	Fast Food Restaurant	3
MTA - Q66 (Northern & 92)	40.7565685416	-73.8764062334	General Travel	355
Caravan Bar	40.76289	-73.87509	Bar	1
MTA - Q66 (Junction Blvd)	40.7567212068	-73.8750395614	Bus Line	198
Taqueria Santa Fe	40.7631	-73.875	Mexican Restaurant	67
Total Nutrition	40.757944	-73.874059	Food	2
East Elmhurst, NY	40.7612683753	-73.8652253151	Neighborhood	4278
Security Line	40.7613	-73.8739	Airport Terminal	579
Clean City Laundromat	40.76064	-73.8733738661	Building	136
Trade Fair	40.7619042169	-73.8698886153	Supermarket	980
Sunflower Kidz Daycare	40.7597236633	-73.8713684082	Daycare	1
All Bros Liquor Store	40.760629218	-73.8725933095	Liquor Store	12
paris cien	40.7589104991	-73.8698139629	Bakery	3
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Jakari J Hair Salon	40.761789	-73.870455	Salon / Barbershop	69
Exclusive Hand Car Wash	40.7577414185	-73.8715982437	Car Wash	34
Rubio's Cafe	40.7575051197	-73.8701699971	Café	475
El Pedal Bike Shop	40.7607195708	-73.8716974914	Bike Shop	3
BP	40.7604922815	-73.8620269889	Gas Station	544
Mattress On The Floor	40.760219943	-73.8709452306	General Entertainment	5
DOHMH Corona IDNYC Center	40.7586130478	-73.8719501584	Government Building	6
"Aqui Fue"	40.7590183186	-73.8709050334	Lounge	4
Walled Circumscription	40.758704	-73.872564	Residential Building (Apartment / Condo)	11
La carreta de Willie	40.760634	-73.872282	Food Truck	3
Country Boy Deli	40.7579122213	-73.8720764918	Deli / Bodega	24
Mi Tierra Supermarket	40.757112	-73.871816	Market	9
Light SE	40.760233	-73.87115	Office	3
Toro's Place (Queens)	40.7592940739	-73.8725353919	Professional & Other Places	14
Korean Methodist Church of Queens	40.7587293261	-73.8731675498	Church	33
Metro Star	40.758299	-73.874302	Café	51
Louis Armstrong Middle School - MS 227	40.758391556	-73.8746720513	Middle School	275
Queens Library at Langston Hughes Community Library and Cultural Center	40.7574007067	-73.8684185323	Library	404
CleanCity Super Laundromat	40.7604787691	-73.8736903667	Laundry Service	40
Fisher Pool	40.7583487481	-73.8691708027	Pool	30
Edible Arrangements	40.75808456	-73.87420311	Dessert Shop	31
Los Tacos Locos	40.758183	-73.874409	Mexican Restaurant	8
Hess Express	40.7572159274	-73.8706351376	Gas Station	197
Santo Rico Queens	40.7578926863	-73.8709509731	Dance Studio	8
Pa donde toño	40.7606347903	-73.8727311273	None	26
Office of Council Member Julissa Ferreras	40.757671169	-73.8741437544	Government Building	423
Shell Auto Repair Station	40.75700686	-73.8701712	Automotive Shop	93
Queens Library at East Elmhurst	40.7625871897	-73.874009	Library	201
MTA Bus Stop - Q66	40.7569299165	-73.8713070052	Bus Line	9
marions beauty salon	40.7623807578	-73.8706121677	Salon / Barbershop	94
Office of State Senator José Peralta	40.7575851887	-73.8740461341	Government Building	56
TD Bank	40.7572395839	-73.873591125	Bank	629
Dunkin' Donuts	40.7621645406	-73.8690100123	Donut Shop	1041
St. Gabriel's Church	40.7618250695	-73.8715654153	Church	79
Butts Real Estate	40.7584184224	-73.8756080521	None	9
Baskin-Robbins	40.757257636	-73.8708016691	Ice Cream Shop	3
Markie B	40.75826	-73.87174	None	3
Rey's Pizzeria	40.756928	-73.872626	Pizza Place	222
The Rock Taekwon Do	40.757492	-73.874054	Athletics & Sports	2
Cafe Y Algo Mas	40.762378	-73.870935	Latin American Restaurant	102
Cobbs Funeral Home	40.7622526803	-73.8711117619	Funeral Home	21
Popeyes Chicken and Biscuits	40.75679	-73.87354	Fast Food Restaurant	3
Burger King	40.7545605949	-73.8978497431	Fast Food Restaurant	989
Husky Gas Station	40.7578655217	-73.8993568584	Gas Station	287
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Ultimate Fitness Queens	40.761398361	-73.9022563578	Gym / Fitness Center	4079
Immanuel Church	40.7577190374	-73.8986678621	Church	27
TD Bank	40.7546694004	-73.8963013887	Bank	745
St. Michael's Playground	40.7596674446	-73.9002181003	Park	387
Northern Blvd & 69th Street	40.7542165642	-73.8986678621	Neighborhood	1008
Corpus Christi Gym	40.7569390962	-73.902089853	Basketball Court	47
Mama's Empanadas	40.7559516313	-73.8829121505	Empanada Restaurant	530
Brooklyn Qns Expwy W	40.7660252817	-73.9038812069	Office	1591
Zahner's Cash and Carry	40.759821858	-73.9000296593	Food & Drink Shop	577
St. Michael's Playground	40.7582974522	-73.9001951339	Playground	203
Enterprise Rent-A-Car	40.75476	-73.90038	Rental Car Location	139
Academy Of The City Charter School	40.7570463917	-73.9026008499	Elementary School	81
Exotic Hand Car Wash	40.7563297592	-73.9010678553	Automotive Shop	9
Auto Haus Designs	40.756541	-73.901382	Auto Workshop	2
Corpus Christi R.C. Church	40.7561483644	-73.9024286039	Church	197
Paragon Honda Service Center	40.75711	-73.9042380333	Automotive Shop	762
Queens Hand Car Wash and Detail Center	40.7564066429	-73.9015329223	Car Wash	84
5806 31st Ave Woodside NY	40.7572336558	-73.9034276285	Building	68
Corpus Christi	40.7565903096	-73.9021644931	Student Center	263
United Interior  Resources	40.7575836182	-73.9020690918	Office	3
Utley's	40.7567122809	-73.9017338769	Factory	20
Northen Blvd / 60 St	40.7551960422	-73.9021243023	None	81
Bungalow 31 Bar & Grill	40.7575606912	-73.9034850435	Bar	193
hd supply	40.7589402623	-73.9033013153	Building	100
GNC	40.7574955828	-73.8954812226	Convenience Store	2
Corningware, Corelle & more	40.754213	-73.9000688186	Furniture / Home Store	191
Habitat for Humanity NYC ReStore	40.7542284972	-73.9001208544	Non-Profit	16
Mobil	40.7601858221	-73.8978927383	Gas Station	177
Cosmoprof	40.7542414319	-73.900005661	Cosmetics Shop	35
7-Eleven	40.7542675249	-73.9006869849	Convenience Store	992
Monsignor McClancy Memorial High School	40.7579463531	-73.8954295469	High School	1787
Apple Auto Body	40.7558898926	-73.9012298584	Factory	3
Gwendoline N Alleyne Elementary School	40.753848336	-73.9004879553	College Classroom	189
Paparazzi Tratoria	40.7575635031	-73.9034276285	Restaurant	45
Corpus Christie	40.7558352068	-73.8999310201	Building	2
Corpus cristi church	40.7578707339	-73.8980075717	None	2
Rectory	40.7564655167	-73.9020507	Coworking Space	17
V & J Produce	40.7599449158	-73.9004135132	Fruit & Vegetable Store	4
The Sanctuary	40.757366	-73.897354	Temple	23
Turbo Laundry Center	40.7543957233	-73.89994534	Building	259
Taco Bell	40.7535788554	-73.9017568431	Taco Place	2284
Price Master	40.7575124101	-73.9039443633	Warehouse	11
alfa auto care inc.	40.7551849806	-73.9014238326	Automotive Shop	3
Pa'l Karajo	40.7540761107	-73.8999223709	Nightclub	91
Queensboro Toyota	40.7539156259	-73.9013836417	Automotive Shop	5
Soccer Field	40.7597198319	-73.9007922595	Soccer Field	51
Print Early LLC	40.75484	-73.90048	Design Studio	3
Monsignor McClancy Memorial High School	40.7579463531	-73.8954295469	High School	1787
GNC	40.7574955828	-73.8954812226	Convenience Store	2
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Bowlero	40.752254	-73.89662	Bowling Alley	37
Husky Gas Station	40.7578655217	-73.8993568584	Gas Station	287
Cassidy's Ale House	40.7584511478	-73.8924093678	Bar	619
TD Bank	40.7546694004	-73.8963013887	Bank	745
MTA - Q66 Bus	40.7544990094	-73.8954697391	Bus Line	1736
Immanuel Church	40.7577190374	-73.8986678621	Church	27
The Sanctuary	40.757366	-73.897354	Temple	23
Northern Blvd & 69th Street	40.7542165642	-73.8986678621	Neighborhood	1008
Burger King	40.7545605949	-73.8978497431	Fast Food Restaurant	989
Creegan&Corey's	40.75739	-73.89741	None	2
AMF 34th Avenue Lanes	40.7522939022	-73.8965319581	Bowling Alley	3875
CVS/pharmacy #491	40.7548399007	-73.8943386131	Pharmacy	818
Dunkin' Donuts	40.7542297352	-73.8958716605	Donut Shop	2226
Corpus cristi church	40.7578707339	-73.8980075717	None	2
MTA Bus - Q47 (73rd St & 31st Ave)	40.7571253014	-73.8941663598	Bus Station	189
Dagobah	40.7574600894	-73.8939711392	Professional & Other Places	29
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
Hive Gym	40.7564474654	-73.8958888857	Gym	7
PetCo	40.7589404271	-73.8919615045	Pet Store	299
Shell	40.754353	-73.89515719	Gas Station	189
Main Street Radiology	40.7544070485	-73.8944878991	Medical Center	23
Wendy's	40.7543392371	-73.896824785	Fast Food Restaurant	1560
Kamal Halal	40.7544940253	-73.8977319715	Food Truck	13
Sunshine Restaurant & Grill	40.7544743468	-73.8968324661	Indian Restaurant	144
IHOP	40.7548807078	-73.8936111331	Breakfast Spot	3575
Liberty Tax	40.7547903706	-73.8941663598	Office	6
Mobil	40.7601858221	-73.8978927383	Gas Station	177
St. Michael's Playground	40.7596674446	-73.9002181003	Park	387
King Wah	40.754412	-73.896741	Chinese Restaurant	103
BP	40.754114	-73.8977321667	Gas Station	540
Gym	40.7552961314	-73.8975137878	Gym	204
M.M.H.S Track and Field	40.7581713751	-73.8954180635	College Track	1
Brooklyn Qns Expwy W	40.7660252817	-73.9038812069	Office	1591
UTOG Car #4	40.7557139746	-73.8974735961	None	4
MMM High School Cafeteria	40.758277788	-73.8950300217	College Cafeteria	2
Da Pool	40.757807	-73.8933117	Pool	1
MTA Bus - Q66 (Northern Blvd & 72nd St)	40.75466	-73.895033	Bus Stop	1
Baskin-Robbins	40.75425	-73.89585	Ice Cream Shop	27
The Home Depot	40.7630071277	-73.8948454967	Hardware Store	3204
Dr. Paul Spatzner, DDS	40.7550101131	-73.8965836335	Dentist's Office	5
Garra Blanca - #COLOCOLO - Piño NYC	40.759484	-73.894117	Soccer Field	2
Northern Liquor Depot	40.7547734425	-73.8935462468	Liquor Store	7
Jax Inn Diner	40.7545276698	-73.8938333364	Diner	3523
Enterprise Rent-A-Car	40.75476	-73.90038	Rental Car Location	139
St. Michael's Playground	40.7582974522	-73.9001951339	Playground	203
Northern 69 Wine and Liquor	40.754387	-73.897181	Winery	17
Armando's	40.7546721533	-73.8952974868	None	7
Cassidy's Ale House	40.7584511478	-73.8924093678	Bar	619
Dagobah	40.7574600894	-73.8939711392	Professional & Other Places	29
MTA Bus - Q47	40.7464240109	-73.8914102868	Bus Line	1670
MTA Bus - Q47 (73rd St & 31st Ave)	40.7571253014	-73.8941663598	Bus Station	189
Lee's Nails	40.7585685686	-73.8923404658	Nail Salon	154
Monsignor McClancy Memorial High School	40.7579463531	-73.8954295469	High School	1787
Fluffy's Lounge	40.757022	-73.893681	Lounge	3
Modell's Sporting Goods	40.7592518433	-73.8911346774	Sporting Goods Shop	574
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
CVS/pharmacy #491	40.7548399007	-73.8943386131	Pharmacy	818
MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)	40.7467049321	-73.8912093216	Metro Station	45954
Scu me?	40.757575581	-73.893339542	Dog Run	5
Da Pool	40.757807	-73.8933117	Pool	1
MTA - Q66 Bus	40.7544990094	-73.8954697391	Bus Line	1736
PetCo	40.7589404271	-73.8919615045	Pet Store	299
TD Bank	40.7546694004	-73.8963013887	Bank	745
Stand-up mri of East Elmhurst	40.7595767723	-73.8920016974	Medical Center	44
Jax Inn Diner	40.7545276698	-73.8938333364	Diner	3523
East Elmhurst Primary Medical Care P. C.	40.758726	-73.892289	Doctor's Office	5
IHOP	40.7548807078	-73.8936111331	Breakfast Spot	3575
Cannelle Patisserie	40.76010252	-73.891898	Bakery	4178
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
Original Rosa's Pizzeria	40.758602	-73.891945	Pizza Place	5
GNC	40.7574955828	-73.8954812226	Convenience Store	2
MTA Bus - Q47 (75th St & 31st Ave)	40.758596	-73.892335	Bus Stop	3
Plaka	40.7602091886	-73.8920131811	Greek Restaurant	441
St. Michael's Church	40.757	-73.8923	None	1
Mobil	40.75520431	-73.890639	Gas Station	357
Shell	40.754353	-73.89515719	Gas Station	189
Dunkin' Donuts	40.7542297352	-73.8958716605	Donut Shop	2226
Main Street Radiology	40.7544070485	-73.8944878991	Medical Center	23
Chase Bank	40.759004	-73.890466	Bank	518
Rite Aid	40.760291317	-73.8915852194	Pharmacy	378
Koeppel Nissan	40.7551881365	-73.8921682108	Auto Dealership	689
Liberty Tax	40.7547903706	-73.8941663598	Office	6
Li's Laundromat	40.7545857343	-73.8932074805	Laundry Service	70
JJ Garden	40.7593819641	-73.8922141455	Chinese Restaurant	418
Garra Blanca - #COLOCOLO - Piño NYC	40.759484	-73.894117	Soccer Field	2
NYHQ On Northern Blvd	40.7548838932	-73.8930505228	Doctor's Office	40
Taste Of Lahore	40.7547362556	-73.8932763822	Indian Restaurant	48
Pc richards	40.7554706683	-73.8930639353	Electronics Store	29
Spa Nails	40.7584797	-73.89251724	Nail Salon	31
Armondo's	40.7547285859	-73.8931270952	Italian Restaurant	40
Northern Liquor Depot	40.7547734425	-73.8935462468	Liquor Store	7
US Post Office	40.760072694	-73.8914102868	Post Office	219
Food Universe Marketplace	40.7599118039	-73.8921050505	Grocery Store	65
Quest Diagnostics	40.7598266996	-73.8924954952	Medical Center	74
M.M.H.S Track and Field	40.7581713751	-73.8954180635	College Track	1
MTA Bus - Q66 (Northern Blvd/74th Street)	40.7547030187	-73.8925414298	Bus Station	21
RadioShack	40.7597776947	-73.8921452434	Electronics Store	143
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Emoji Burger	40.749582	-73.885955	Burger Joint	195
Mobil	40.75520431	-73.890639	Gas Station	357
Walgreens	40.75545286	-73.88866566	Pharmacy	1156
Dr. Tolia	40.7572000902	-73.8904054589	Doctor's Office	7
Lee's Nails	40.7585685686	-73.8923404658	Nail Salon	154
Cannelle Patisserie	40.76010252	-73.891898	Bakery	4178
Modell's Sporting Goods	40.7592518433	-73.8911346774	Sporting Goods Shop	574
Original Rosa's Pizzeria	40.758602	-73.891945	Pizza Place	5
PetCo	40.7589404271	-73.8919615045	Pet Store	299
Chase Bank	40.759004	-73.890466	Bank	518
Stand-up mri of East Elmhurst	40.7595767723	-73.8920016974	Medical Center	44
Cassidy's Ale House	40.7584511478	-73.8924093678	Bar	619
Mi Tierra	40.7553714541	-73.8859554445	Grocery Store	427
7-Eleven	40.7554506998	-73.8880401278	Convenience Store	970
Jax Inn Diner	40.7545276698	-73.8938333364	Diner	3523
East Elmhurst Primary Medical Care P. C.	40.758726	-73.892289	Doctor's Office	5
MTA Bus - Q47 (75th St & 31st Ave)	40.758596	-73.892335	Bus Stop	3
Travers Park	40.7542895543	-73.8892857874	Park	1297
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
Plaka	40.7602091886	-73.8920131811	Greek Restaurant	441
IHOP	40.7548807078	-73.8936111331	Breakfast Spot	3575
MTA Bus - Q47	40.7464240109	-73.8914102868	Bus Line	1670
Greenfield steakhouse	40.757857114	-73.888918304	None	4
Advance Auto Parts	40.7549579161	-73.8885632157	Auto Dealership	29
Subway Restaurant	40.7554520315	-73.8882522387	Sandwich Place	210
Da Pool	40.757807	-73.8933117	Pool	1
Sunoco Gas Station	40.7550510556	-73.8913988031	Gas Station	10
31st Avenue Service Center Inc	40.7589817928	-73.8898140434	Automotive Shop	29
Islamic Center Of Jackson Heights	40.7587303371	-73.8895728832	Mosque	10
Smart Mart	40.755112	-73.88956	Deli / Bodega	6
Spirit	40.755105	-73.891445	Gas Station	12
MTA Bus - Q66 (Northern Blvd & 76th St)	40.755034	-73.89053	Bus Stop	2
JJ Garden	40.7593819641	-73.8922141455	Chinese Restaurant	418
Koeppel Nissan	40.7551881365	-73.8921682108	Auto Dealership	689
Li's Laundromat	40.7545857343	-73.8932074805	Laundry Service	70
Santander Bank	40.7603777144	-73.8912596406	Bank	11
Bocaito Cafe & Wine Bar	40.7557637293	-73.8858004099	Cocktail Bar	258
Rite Aid	40.760291317	-73.8915852194	Pharmacy	378
Monsignor McClancy Memorial High School	40.7579463531	-73.8954295469	High School	1787
McFadden's	40.7590976416	-73.8877124945	Bar	58
Cafe salamanca	40.755481	-73.88794485	Paella Restaurant	209
Dagobah	40.7574600894	-73.8939711392	Professional & Other Places	29
Food Universe Marketplace	40.7599118039	-73.8921050505	Grocery Store	65
Taste Of Lahore	40.7547362556	-73.8932763822	Indian Restaurant	48
Black Thai	40.7554724316	-73.8858693142	Thai Restaurant	132
Armondo's	40.7547285859	-73.8931270952	Italian Restaurant	40
CVS/pharmacy #491	40.7548399007	-73.8943386131	Pharmacy	818
MTA Bus - Q47 (73rd St & 31st Ave)	40.7571253014	-73.8941663598	Bus Station	189
Liberty Tax	40.7547903706	-73.8941663598	Office	6
Walgreens	40.75545286	-73.88866566	Pharmacy	1156
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Black Thai	40.7554724316	-73.8858693142	Thai Restaurant	132
7-Eleven	40.7554506998	-73.8880401278	Convenience Store	970
Seba Seba	40.755714	-73.88423	Bakery	509
Mi Tierra	40.7553714541	-73.8859554445	Grocery Store	427
NYC Construction Command Center	40.7573654188	-73.8861621571	Government Building	4
Leños	40.7554521174	-73.8866100336	Bar	471
East Elm Halal Truck	40.7590925068	-73.8889010782	Food Truck	13
Subway Restaurant	40.7554520315	-73.8882522387	Sandwich Place	210
Bocaito Cafe & Wine Bar	40.7557637293	-73.8858004099	Cocktail Bar	258
La Perrada de Chalo	40.7557021092	-73.8840031481	South American Restaurant	629
FDNY Engine 307/Ladder 154	40.7556760496	-73.8855305346	Fire Station	505
Gianni Pizza & Italian Restaurant	40.7556882316	-73.8858061519	Pizza Place	81
McFadden's	40.7590976416	-73.8877124945	Bar	58
KFC	40.7562371222	-73.8800123642	Fried Chicken Joint	602
El Perro	40.7552983416	-73.8864262895	Latin American Restaurant	32
Cafe salamanca	40.755481	-73.88794485	Paella Restaurant	209
El Coyote	40.7553850505	-73.8866961636	Mexican Restaurant	757
El Rumbero	40.755779	-73.885316	Mexican Restaurant	40
Travers Park	40.7542895543	-73.8892857874	Park	1297
Variety Bakery	40.7554310167	-73.886295	Bakery	319
31st Ave and 81st St	40.7574040741	-73.8863459014	Intersection	7
King River Chinese Restaurant	40.7592109705	-73.8870119732	Chinese Restaurant	60
W D Laundry, 79-09 Northern Blvd., East Elmhurst, NY	40.7553565955	-73.8877641722	Laundry Service	70
LaGuardia Airport (LGA)	40.7716531197	-73.8676929474	Airport	1359069
32-37 79th Street	40.7562838297	-73.8881890773	Residential Building (Apartment / Condo)	11
Work #2	40.7566595078	-73.8858032227	Professional & Other Places	1
Modell's Sporting Goods	40.7592518433	-73.8911346774	Sporting Goods Shop	574
KUM wash yourself (station)	40.7566648722	-73.88616455	Automotive Shop	47
Advance Auto Parts	40.7549579161	-73.8885632157	Auto Dealership	29
Luzma Salon & Medi-Spa	40.7556549713	-73.8858980243	Salon / Barbershop	35
La Pollera Colorada II	40.755631	-73.884875	Latin American Restaurant	259
Ben's Barber Shop	40.7559874231	-73.8846175494	Salon / Barbershop	103
Northern Blvd Florist	40.75586	-73.88497	Flower Shop	7
East Star Chinese Food To Take Out	40.7551801362	-73.8865239036	Asian Restaurant	21
East star	40.7553830856	-73.8865468716	Bar	73
gianni's pizza	40.755579	-73.885907	Pizza Place	206
InstaMedCare	40.755313	-73.886876	Medical Center	43
Sandy's Barber Shop	40.75559	-73.88758	Salon / Barbershop	12
H & A Liquors	40.755652795	-73.8864648163	Liquor Store	61
Angie's Wine & Liquor	40.7555695528	-73.8864262895	Wine Shop	7
PianoVerse	40.7557178173	-73.8850194931	None	36
Parrilladas Sunrise	40.7559809	-73.8840081	Mexican Restaurant	5
Greenfield steakhouse	40.757857114	-73.888918304	None	4
El Maguey	40.755592	-73.883622	Mexican Restaurant	6
Garden School	40.7544354224	-73.888338368	School	615
Northern Blvd and 82nd Street	40.7555968479	-73.8853640156	Bus Line	154
Elektra - Nargas Colmbianas para vestir	40.755503	-73.888204	None	1
Chivatazo	40.75578837	-73.88570924	None	2
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Seba Seba	40.755714	-73.88423	Bakery	509
Ben's Barber Shop	40.7559874231	-73.8846175494	Salon / Barbershop	103
El Palacio De Los Cholados	40.7556778193	-73.8838322	Dessert Shop	335
Parrilladas Sunrise	40.7559809	-73.8840081	Mexican Restaurant	5
Fruty Circus	40.75602	-73.883705	Pastry Shop	2
H&R Block	40.7556000356	-73.8826791235	Financial or Legal Service	39
Pio Pio	40.7555956649	-73.8831360926	Peruvian Restaurant	7610
Mi Tierra	40.7553714541	-73.8859554445	Grocery Store	427
Alliance Dental Center	40.75573	-73.88318	Dentist's Office	64
El Maguey	40.755592	-73.883622	Mexican Restaurant	6
La Pollera Colorada II	40.755631	-73.884875	Latin American Restaurant	259
La Perrada de Chalo	40.7557021092	-73.8840031481	South American Restaurant	629
FDNY Engine 307/Ladder 154	40.7556760496	-73.8855305346	Fire Station	505
El Rumbero	40.755779	-73.885316	Mexican Restaurant	40
juanitas	40.755888218	-73.88288344	Spanish Restaurant	35
Mama's Empanadas	40.7559349186	-73.8824987183	Empanada Restaurant	2899
Banana King	40.7559033774	-73.8835954603	Sandwich Place	431
Chipotle Mexican Grill	40.756116549	-73.8799204891	Mexican Restaurant	251
MTA Bus - Q33	40.7469866016	-73.8901700413	Bus Line	3388
Uncle Peter's	40.7557461516	-73.8839112749	Italian Restaurant	398
Boulevard	40.7555421226	-73.8845084502	Latin American Restaurant	95
Dela Mora	40.7559152104	-73.8827628557	Latin American Restaurant	239
Denny's	40.755829	-73.880211	American Restaurant	97
Pan Fino Cafe Bakery	40.7560005919	-73.8825446552	Bakery	240
Bocaito Cafe & Wine Bar	40.7557637293	-73.8858004099	Cocktail Bar	258
Mama's Empanadas	40.7559516313	-73.8829121505	Empanada Restaurant	530
Kabu	40.756110906	-73.8823321967	Nightclub	190
Pio Pio to Go	40.7559697428	-73.8826274872	Peruvian Restaurant	430
Bachue Restaurant & Bar	40.757862	-73.88278	South American Restaurant	1
Lima	40.7561003395	-73.8823034861	Peruvian Restaurant	27
La Gloria	40.7560486676	-73.881103378	Cuban Restaurant	3259
Gianni Pizza & Italian Restaurant	40.7556882316	-73.8858061519	Pizza Place	81
Rubirosa	40.7558458201	-73.8831475768	Lounge	409
Rite Aid	40.755641	-73.881924	Pharmacy	1021
99 Cent Store	40.7559024163	-73.8838883066	Miscellaneous Shop	25
KFC	40.7562371222	-73.8800123642	Fried Chicken Joint	602
Black Thai	40.7554724316	-73.8858693142	Thai Restaurant	132
Pio Pio Rico	40.75544133	-73.88315043	Latin American Restaurant	52
leoscoepio unisex beauty salon	40.7561681843	-73.881867084	Salon / Barbershop	12
El Anzuelo Fino - Restaurant	40.7561376213	-73.8815557407	Peruvian Restaurant	295
ming wok	40.7557519627	-73.8828375031	Chinese Restaurant	77
Da Hurst	40.7574668322	-73.8853984678	Neighborhood	25
Amaru Pisco Bar	40.755782	-73.88304	Lounge	1221
Supreme Clientele	40.75613	-73.882747	Salon / Barbershop	16
NYC Construction Command Center	40.7573654188	-73.8861621571	Government Building	4
Los Toldos	40.7557993004	-73.8836184286	South American Restaurant	46
Super Compare Foods	40.7558549563	-73.8811263466	Supermarket	775
Soany Fashions	40.756053	-73.883508	Boutique	8
Soany	40.756019	-73.883463	Women's Store	4
Chipotle Mexican Grill	40.756116549	-73.8799204891	Mexican Restaurant	251
Denny's	40.755829	-73.880211	American Restaurant	97
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
leoscoepio unisex beauty salon	40.7561681843	-73.881867084	Salon / Barbershop	12
La Gloria	40.7560486676	-73.881103378	Cuban Restaurant	3259
Super Compare Foods	40.7558549563	-73.8811263466	Supermarket	775
KFC	40.7562371222	-73.8800123642	Fried Chicken Joint	602
Addictive Wine & Tapas	40.756365	-73.880702	Mediterranean Restaurant	49
Addictive Boutique Winery	40.756314	-73.880908	Wine Shop	73
White Castle	40.7561841768	-73.8793462686	Burger Joint	1311
El Anzuelo Fino - Restaurant	40.7561376213	-73.8815557407	Peruvian Restaurant	295
El Sol Peruvian Cuisine Bar & Grill	40.756256	-73.88027603	South American Restaurant	281
Rite Aid	40.755641	-73.881924	Pharmacy	1021
American NY Bagel	40.756228	-73.88091	Breakfast Spot	26
Dunkin' Donuts	40.755822	-73.880207	Coffee Shop	35
El Paisa Cafe Bar	40.756067	-73.88059	Bar	119
Seba Seba	40.755714	-73.88423	Bakery	509
Bagel Bagel NYC	40.756092	-73.880787	Bagel Shop	690
Mama's Empanadas	40.7559349186	-73.8824987183	Empanada Restaurant	2899
H&R Block	40.7556000356	-73.8826791235	Financial or Legal Service	39
CVS/pharmacy	40.7566125634	-73.8783413787	Pharmacy	1561
La Tasca	40.7560012739	-73.8811378309	Bar	3
Pizza Sam	40.756254	-73.878537	Pizza Place	559
La Cabaña	40.7560802782	-73.88132158	Argentinian Restaurant	478
T-Mobile	40.7561559	-73.8791126	Electronics Store	114
Addictive Coffee	40.756358667	-73.8807703323	Coffee Shop	47
El Sol Restaurant	40.756033	-73.880616	Food	27
Yeras	40.75622	-73.88119	Restaurant	8
Lore's	40.75791	-73.882059	None	5
Kabu	40.756110906	-73.8823321967	Nightclub	190
Bagel House	40.7563443567	-73.8781805958	Breakfast Spot	826
Wine Garden Cafe	40.7561309654	-73.8812354476	Tapas Restaurant	38
Joseph Pulitzer IS 145	40.7541360075	-73.8871612648	School	419
Addictiive Boutique Queens	40.756321	-73.880741	Boutique	11
Puppies R Us	40.7562211433	-73.8815627503	Pet Store	9
Despana	40.756285	-73.8810006	None	1
Lima	40.7561003395	-73.8823034861	Peruvian Restaurant	27
MTABus Q66 (Northern Blvd/89th St)	40.7564125061	-73.8786315918	Bus Station	12
Alliance Dental Center	40.75573	-73.88318	Dentist's Office	64
El Pollo Inka	40.756235	-73.878394	Latin American Restaurant	284
juanitas	40.755888218	-73.88288344	Spanish Restaurant	35
Jardi	40.755991	-73.881388	Spanish Restaurant	46
Arepas Mixtas	40.7562298083	-73.8805890083	Arepa Restaurant	8
La Gloria Fridays #YVoyABeber	40.7561363474	-73.8810610771	Hookah Bar	5
Pan Fino Cafe Bakery	40.7560005919	-73.8825446552	Bakery	240
Northridge	40.7570114788	-73.8780887199	Residential Building (Apartment / Condo)	474
Dela Mora	40.7559152104	-73.8827628557	Latin American Restaurant	239
Banana King	40.7559033774	-73.8835954603	Sandwich Place	431
Laundromat	40.7562707893	-73.878467708	Laundry Service	25
Phayul	40.7564430237	-73.8781890869	Tibetan Restaurant	47
Northridge	40.7570114788	-73.8780887199	Residential Building (Apartment / Condo)	474
CVS/pharmacy	40.7566125634	-73.8783413787	Pharmacy	1561
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Kennedy Chicken	40.7563447661	-73.8782437606	Fried Chicken Joint	54
NYPD - 115th Precinct	40.7567834845	-73.8755448866	Police Station	1096
Bagel House	40.7563443567	-73.8781805958	Breakfast Spot	826
Phayul	40.7564430237	-73.8781890869	Tibetan Restaurant	47
